,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
921,Ok,23-04-2025 12:40:00,1745392200,55434.00,55502.00,55400.60,55500.20,55447.07,14160,6360,905670,2074680
922,Ok,23-04-2025 12:35:00,1745391900,55473.80,55473.80,55430.00,55430.80,55453.33,7080,3990,891510,2068320
923,Ok,23-04-2025 12:30:00,1745391600,55430.00,55477.00,55430.00,55476.00,55460.47,5610,2100,884430,2064330
924,Ok,23-04-2025 12:25:00,1745391300,55459.20,55466.00,55431.00,55435.00,55445.04,5820,2730,878820,2062230
925,Ok,23-04-2025 12:20:00,1745391000,55436.80,55470.40,55427.00,55453.80,55444.85,8490,1740,873000,2059500
926,Ok,23-04-2025 12:15:00,1745390700,55485.00,55490.20,55432.00,55436.60,55460.19,11280,6270,864510,2057760
927,Ok,23-04-2025 12:10:00,1745390400,55464.00,55497.60,55454.40,55493.40,55475.09,9270,2670,853230,2051490
928,Ok,23-04-2025 12:05:00,1745390100,55521.00,55552.00,55460.00,55463.40,55498.92,7530,2010,843960,2048820
929,Ok,23-04-2025 12:00:00,1745389800,55529.40,55543.80,55510.00,55522.00,55528.37,11040,4710,836430,2046810
930,Ok,23-04-2025 11:55:00,1745389500,55531.00,55554.20,55522.20,55522.20,55537.04,4170,6330,825390,2042100
931,Ok,23-04-2025 11:50:00,1745389200,55590.00,55595.00,55520.00,55535.00,55560.09,15960,1890,821220,2035770
932,Ok,23-04-2025 11:45:00,1745388900,55530.00,55595.00,55510.20,55582.00,55556.88,15750,4140,805260,2033880
933,Ok,23-04-2025 11:40:00,1745388600,55476.60,55542.00,55470.00,55540.60,55510.28,15030,1860,789510,2029740
934,Ok,23-04-2025 11:35:00,1745388300,55490.00,55515.40,55463.40,55470.00,55489.91,9360,2790,774480,2027880
935,Ok,23-04-2025 11:30:00,1745388000,55464.20,55495.00,55464.00,55490.20,55474.03,7650,9420,765120,2025090
936,Ok,23-04-2025 11:25:00,1745387700,55460.40,55500.00,55460.20,55469.80,55484.88,17100,4680,757470,2015670
937,Ok,23-04-2025 11:20:00,1745387400,55520.00,55528.20,55461.40,55461.40,55499.51,17130,3600,740370,2010990
938,Ok,23-04-2025 11:15:00,1745387100,55435.60,55539.80,55434.00,55517.40,55484.59,16830,3810,723240,2007390
939,Ok,23-04-2025 11:10:00,1745386800,55454.80,55484.00,55429.60,55444.80,55454.78,13350,5490,706410,2003580
940,Ok,23-04-2025 11:05:00,1745386500,55435.60,55463.80,55412.40,55447.60,55440.95,15840,4290,693060,1998090
941,Ok,23-04-2025 11:00:00,1745386200,55468.80,55475.00,55419.00,55431.00,55447.08,18150,7170,677220,1993800
942,Ok,23-04-2025 10:55:00,1745385900,55375.00,55467.60,55362.00,55453.60,55407.19,19170,-13530,659070,1986630
943,Ok,23-04-2025 10:50:00,1745385600,55391.00,55420.80,55375.00,55382.00,55403.66,35070,-8760,639900,2000160
944,Ok,23-04-2025 10:45:00,1745385300,55415.00,55444.80,55390.00,55390.20,55417.67,43680,-1050,604830,2008920
945,Ok,23-04-2025 10:40:00,1745385000,55470.20,55500.00,55415.00,55416.20,55461.65,29220,7230,561150,2009970
946,Ok,23-04-2025 10:35:00,1745384700,55455.20,55520.00,55450.20,55470.00,55489.55,23580,4170,531930,2002740
947,Ok,23-04-2025 10:30:00,1745384400,55598.00,55606.00,55453.20,55460.00,55527.51,24870,4440,508350,1998570
948,Ok,23-04-2025 10:25:00,1745384100,55553.40,55625.00,55532.80,55599.80,55583.96,26760,840,483480,1994130
949,Ok,23-04-2025 10:20:00,1745383800,55560.00,55573.40,55530.00,55550.00,55553.97,19260,5670,456720,1993290
950,Ok,23-04-2025 10:15:00,1745383500,55528.60,55594.80,55520.20,55561.00,55568.74,23040,2400,437460,1987620
951,Ok,23-04-2025 10:10:00,1745383200,55577.80,55591.20,55511.40,55529.80,55565.36,30420,1500,414420,1985220
952,Ok,23-04-2025 10:05:00,1745382900,55610.40,55622.80,55540.00,55580.00,55577.89,41070,1770,384000,1983720
953,Ok,23-04-2025 10:00:00,1745382600,55756.20,55789.00,55610.00,55628.40,55702.96,36150,16770,342930,1981950
954,Ok,23-04-2025 09:55:00,1745382300,55839.80,55840.00,55732.20,55746.40,55771.16,13710,1620,306780,1965180
955,Ok,23-04-2025 09:50:00,1745382000,55861.20,55861.20,55758.80,55847.20,55799.00,21360,-5220,293070,1963560
956,Ok,23-04-2025 09:45:00,1745381700,55841.20,55915.60,55825.40,55860.00,55864.81,29340,10050,271710,1968780
957,Ok,23-04-2025 09:40:00,1745381400,55744.00,55852.60,55733.20,55848.40,55797.17,43500,12780,242370,1958730
958,Ok,23-04-2025 09:35:00,1745381100,55807.40,55813.00,55717.20,55747.00,55749.12,47280,14310,198870,1945950
959,Ok,23-04-2025 09:30:00,1745380800,55890.20,55929.80,55789.20,55810.00,55860.14,36330,9360,151590,1931640
960,Ok,23-04-2025 09:25:00,1745380500,56010.00,56010.00,55886.60,55888.00,55927.59,34800,2850,115260,1922280
961,Ok,23-04-2025 09:20:00,1745380200,55981.20,56025.00,55975.00,56017.00,56000.86,22920,3750,80460,1919430
962,Ok,23-04-2025 09:15:00,1745379900,55850.00,56074.80,55850.00,55984.40,56018.55,57540,1915680,57540,1915680
963,Ok,22-04-2025 15:25:00,1745315700,55736.00,55755.80,55730.80,55731.80,55742.37,32970,13890,1251180,1940280
964,Ok,22-04-2025 15:20:00,1745315400,55765.00,55772.40,55737.40,55745.80,55754.19,23550,3360,1218210,1926390
965,Ok,22-04-2025 15:15:00,1745315100,55795.20,55800.00,55681.60,55763.00,55736.33,41340,12600,1194660,1923030
966,Ok,22-04-2025 15:10:00,1745314800,55814.60,55814.60,55791.40,55800.00,55804.06,9390,5370,1153320,1910430
967,Ok,22-04-2025 15:05:00,1745314500,55814.00,55833.60,55795.00,55800.20,55814.24,12480,1230,1143930,1905060
968,Ok,22-04-2025 15:00:00,1745314200,55811.20,55843.40,55784.40,55820.00,55813.91,11040,5400,1131450,1903830
969,Ok,22-04-2025 14:55:00,1745313900,55837.60,55849.00,55782.20,55820.00,55810.87,6960,16050,1120410,1898430
970,Ok,22-04-2025 14:50:00,1745313600,55755.80,55854.80,55750.60,55845.40,55814.38,28770,5100,1113450,1882380
971,Ok,22-04-2025 14:45:00,1745313300,55878.80,55881.00,55745.80,55750.60,55792.88,23460,6030,1084680,1877280
972,Ok,22-04-2025 14:40:00,1745313000,55904.60,55904.60,55871.80,55879.60,55894.35,9180,7500,1061220,1871250
973,Ok,22-04-2025 14:35:00,1745312700,55879.20,55902.40,55868.00,55896.00,55882.27,7500,1290,1052040,1863750
974,Ok,22-04-2025 14:30:00,1745312400,55899.80,55900.80,55868.00,55875.00,55886.99,7110,9030,1044540,1862460
975,Ok,22-04-2025 14:25:00,1745312100,55913.00,55913.20,55880.00,55900.00,55891.47,7380,4530,1037430,1853430
976,Ok,22-04-2025 14:20:00,1745311800,55866.40,55913.60,55855.20,55904.20,55885.30,8400,-1380,1030050,1848900
977,Ok,22-04-2025 14:15:00,1745311500,55867.60,55884.20,55854.20,55867.40,55868.25,6030,4380,1021650,1850280
978,Ok,22-04-2025 14:10:00,1745311200,55908.40,55927.80,55867.60,55884.60,55910.84,7950,3060,1015620,1845900
979,Ok,22-04-2025 14:05:00,1745310900,55880.00,55925.00,55877.00,55925.00,55895.44,11790,5490,1007670,1842840
980,Ok,22-04-2025 14:00:00,1745310600,55845.00,55875.00,55832.40,55875.00,55855.02,7320,5280,995880,1837350
981,Ok,22-04-2025 13:55:00,1745310300,55841.00,55869.00,55825.00,55844.00,55845.66,5340,3570,988560,1832070
982,Ok,22-04-2025 13:50:00,1745310000,55860.60,55884.00,55830.00,55840.00,55855.62,7410,3630,983220,1828500
983,Ok,22-04-2025 13:45:00,1745309700,55905.60,55907.80,55865.00,55870.00,55886.88,7380,4470,975810,1824870
984,Ok,22-04-2025 13:40:00,1745309400,55900.00,55930.00,55886.20,55909.00,55908.60,7470,8760,968430,1820400
985,Ok,22-04-2025 13:35:00,1745309100,55925.00,55930.60,55888.00,55893.00,55904.40,7920,1080,960960,1811640
986,Ok,22-04-2025 13:30:00,1745308800,55925.00,55945.00,55911.00,55912.00,55934.05,14190,11160,953040,1810560
987,Ok,22-04-2025 13:25:00,1745308500,55906.60,55934.00,55900.00,55933.00,55920.37,7320,4320,938850,1799400
988,Ok,22-04-2025 13:20:00,1745308200,55890.00,55911.00,55890.00,55907.00,55902.41,8100,4590,931530,1795080
989,Ok,22-04-2025 13:15:00,1745307900,55895.80,55897.60,55875.00,55884.80,55888.92,6840,6420,923430,1790490
990,Ok,22-04-2025 13:10:00,1745307600,55845.00,55896.60,55845.00,55890.00,55875.76,8640,5070,916590,1784070
991,Ok,22-04-2025 13:05:00,1745307300,55860.00,55875.00,55843.20,55843.20,55869.86,8820,3630,907950,1779000
992,Ok,22-04-2025 13:00:00,1745307000,55834.60,55862.00,55820.00,55860.20,55841.72,4800,2910,899130,1775370
993,Ok,22-04-2025 12:55:00,1745306700,55835.00,55860.00,55830.00,55838.60,55846.52,5460,6360,894330,1772460
994,Ok,22-04-2025 12:50:00,1745306400,55813.20,55835.00,55805.00,55830.60,55821.39,8670,4800,888870,1766100
995,Ok,22-04-2025 12:45:00,1745306100,55856.80,55856.80,55806.00,55816.80,55825.63,5940,-6270,880200,1761300
996,Ok,22-04-2025 12:40:00,1745305800,55843.00,55857.80,55815.00,55857.40,55845.78,9060,5340,874260,1767570
997,Ok,22-04-2025 12:35:00,1745305500,55811.00,55852.20,55801.20,55850.00,55823.00,4770,2280,865200,1762230
998,Ok,22-04-2025 12:30:00,1745305200,55874.40,55890.00,55810.00,55820.00,55861.96,7380,6210,860430,1759950
999,Ok,22-04-2025 12:25:00,1745304900,55842.40,55880.00,55833.00,55875.00,55857.41,7800,6150,853050,1753740
1000,Ok,22-04-2025 12:20:00,1745304600,55809.80,55850.00,55772.60,55840.00,55801.59,17010,10230,845250,1747590
1001,Ok,22-04-2025 12:15:00,1745304300,55871.00,55876.00,55809.80,55810.00,55839.30,28650,17220,828240,1737360
1002,Ok,22-04-2025 12:10:00,1745304000,55829.20,55871.80,55807.00,55860.00,55831.59,13260,10320,799590,1720140
1003,Ok,22-04-2025 12:05:00,1745303700,55887.20,55900.60,55831.20,55831.20,55869.45,11580,360,786330,1709820
1004,Ok,22-04-2025 12:00:00,1745303400,55910.00,55918.00,55884.40,55890.00,55901.80,4860,6870,774750,1709460
1005,Ok,22-04-2025 11:55:00,1745303100,55900.00,55915.00,55875.00,55910.20,55906.36,13140,9270,769890,1702590
1006,Ok,22-04-2025 11:50:00,1745302800,55895.20,55910.00,55875.00,55890.00,55895.77,9780,4980,756750,1693320
1007,Ok,22-04-2025 11:45:00,1745302500,55900.00,55913.40,55875.20,55900.00,55897.97,15450,11130,746970,1688340
1008,Ok,22-04-2025 11:40:00,1745302200,55868.80,55913.60,55860.00,55898.20,55881.47,21150,11310,731520,1677210
1009,Ok,22-04-2025 11:35:00,1745301900,55772.00,55876.00,55751.00,55876.00,55800.37,26790,3330,710370,1665900
1010,Ok,22-04-2025 11:30:00,1745301600,55805.00,55853.60,55765.00,55769.80,55801.76,23670,-390,683580,1662570
1011,Ok,22-04-2025 11:25:00,1745301300,55956.00,55960.40,55810.00,55810.00,55885.87,25080,6090,659910,1662960
1012,Ok,22-04-2025 11:20:00,1745301000,56000.40,56012.00,55954.00,55954.00,55994.91,7440,5310,634830,1656870
1013,Ok,22-04-2025 11:15:00,1745300700,56012.00,56023.60,55975.00,56001.00,56004.99,16650,12690,627390,1651560
1014,Ok,22-04-2025 11:10:00,1745300400,56023.80,56030.00,55973.20,56007.00,56007.64,16770,4470,610740,1638870
1015,Ok,22-04-2025 11:05:00,1745300100,56030.00,56057.00,56015.20,56022.60,56034.08,15660,8550,593970,1634400
1016,Ok,22-04-2025 11:00:00,1745299800,56019.00,56077.00,56013.80,56034.00,56050.50,26850,-19350,578310,1625850
1017,Ok,22-04-2025 10:55:00,1745299500,55979.00,56018.00,55956.00,56018.00,55989.34,16200,4680,551460,1645200
1018,Ok,22-04-2025 10:50:00,1745299200,55970.00,55989.60,55951.20,55978.00,55970.76,9540,5460,535260,1640520
1019,Ok,22-04-2025 10:45:00,1745298900,55981.40,55995.40,55963.20,55970.40,55981.39,18000,12150,525720,1635060
1020,Ok,22-04-2025 10:40:00,1745298600,56017.20,56017.20,55956.60,55980.00,55978.90,20910,2280,507720,1622910
1021,Ok,22-04-2025 10:35:00,1745298300,56005.00,56021.00,55986.20,56013.20,56006.94,20280,9480,486810,1620630
1022,Ok,22-04-2025 10:30:00,1745298000,55968.60,56009.00,55946.60,56002.00,55980.79,33540,25410,466530,1611150
1023,Ok,22-04-2025 10:25:00,1745297700,56006.40,56044.00,55935.80,55960.00,56001.30,41700,7440,432990,1585740
1024,Ok,22-04-2025 10:20:00,1745297400,55900.00,56009.80,55890.60,56000.20,55951.12,41220,15900,391290,1578300
1025,Ok,22-04-2025 10:15:00,1745297100,55826.40,55903.40,55820.00,55900.40,55874.71,27870,6090,350070,1562400
1026,Ok,22-04-2025 10:10:00,1745296800,55808.00,55828.20,55790.80,55820.80,55813.17,19080,2100,322200,1556310
1027,Ok,22-04-2025 10:05:00,1745296500,55764.00,55824.20,55750.80,55811.80,55793.20,22890,14280,303120,1554210
1028,Ok,22-04-2025 10:00:00,1745296200,55747.60,55762.00,55729.60,55760.20,55753.23,27780,18990,280230,1539930
1029,Ok,22-04-2025 09:55:00,1745295900,55720.00,55751.40,55703.00,55751.40,55735.27,22260,10950,252450,1520940
1030,Ok,22-04-2025 09:50:00,1745295600,55743.60,55760.00,55693.20,55726.60,55737.83,30330,20160,230190,1509990
1031,Ok,22-04-2025 09:45:00,1745295300,55736.40,55744.00,55689.40,55742.40,55725.80,27750,18240,199860,1489830
1032,Ok,22-04-2025 09:40:00,1745295000,55670.60,55734.80,55670.20,55733.80,55705.53,21030,2520,172110,1471590
1033,Ok,22-04-2025 09:35:00,1745294700,55593.40,55691.20,55586.20,55670.80,55649.94,36900,18990,151080,1469070
1034,Ok,22-04-2025 09:30:00,1745294400,55519.60,55594.00,55519.60,55582.40,55556.22,17670,3720,114180,1450080
1035,Ok,22-04-2025 09:25:00,1745294100,55520.00,55572.20,55510.00,55530.60,55543.51,23190,9510,96510,1446360
1036,Ok,22-04-2025 09:20:00,1745293800,55445.20,55543.00,55444.20,55516.40,55502.19,25590,15690,73320,1436850
1037,Ok,22-04-2025 09:15:00,1745293500,55470.00,55617.60,55448.00,55450.00,55538.18,47730,1421160,47730,1421160
1038,Ok,21-04-2025 15:25:00,1745229300,55484.80,55492.20,55470.00,55470.40,55485.65,20220,3600,1637760,1450620
1039,Ok,21-04-2025 15:20:00,1745229000,55490.20,55513.80,55481.00,55482.00,55501.17,12240,1350,1617540,1447020
1040,Ok,21-04-2025 15:15:00,1745228700,55454.00,55508.40,55441.20,55496.00,55491.72,30990,35610,1605300,1445670
1041,Ok,21-04-2025 15:10:00,1745228400,55453.00,55461.80,55435.80,55460.00,55453.03,29160,13200,1574310,1410060
1042,Ok,21-04-2025 15:05:00,1745228100,55454.00,55475.00,55444.00,55453.20,55460.09,14370,7440,1545150,1396860
1043,Ok,21-04-2025 15:00:00,1745227800,55485.00,55490.00,55431.60,55448.40,55462.04,13650,9210,1530780,1389420
1044,Ok,21-04-2025 14:55:00,1745227500,55477.80,55490.00,55476.00,55483.80,55486.63,7590,7740,1517130,1380210
1045,Ok,21-04-2025 14:50:00,1745227200,55494.80,55494.80,55464.00,55479.00,55479.15,6990,3240,1509540,1372470
1046,Ok,21-04-2025 14:45:00,1745226900,55462.20,55499.80,55435.00,55495.00,55471.66,14040,11880,1502550,1369230
1047,Ok,21-04-2025 14:40:00,1745226600,55406.40,55464.60,55400.00,55464.60,55423.45,4860,2280,1488510,1357350
1048,Ok,21-04-2025 14:35:00,1745226300,55433.80,55445.00,55400.00,55408.20,55430.28,10680,5550,1483650,1355070
1049,Ok,21-04-2025 14:30:00,1745226000,55464.80,55475.00,55425.00,55430.00,55458.92,11010,1230,1472970,1349520
1050,Ok,21-04-2025 14:25:00,1745225700,55450.20,55480.80,55450.20,55456.20,55458.86,8640,-41760,1461960,1348290
1051,Ok,21-04-2025 14:20:00,1745225400,55455.00,55480.00,55442.20,55468.40,55457.41,3120,1080,1453320,1390050
1052,Ok,21-04-2025 14:15:00,1745225100,55477.00,55489.40,55450.00,55451.00,55475.09,11070,11460,1450200,1388970
1053,Ok,21-04-2025 14:10:00,1745224800,55508.20,55508.20,55450.00,55476.00,55480.51,6570,6510,1439130,1377510
1054,Ok,21-04-2025 14:05:00,1745224500,55499.40,55519.00,55479.20,55503.00,55502.83,7440,3390,1432560,1371000
1055,Ok,21-04-2025 14:00:00,1745224200,55486.20,55501.20,55475.00,55498.00,55492.76,13020,-43950,1425120,1367610
1056,Ok,21-04-2025 13:55:00,1745223900,55507.80,55519.00,55480.20,55486.40,55502.29,7710,4740,1412100,1411560
1057,Ok,21-04-2025 13:50:00,1745223600,55415.00,55518.80,55411.40,55500.60,55476.98,15870,5970,1404390,1406820
1058,Ok,21-04-2025 13:45:00,1745223300,55415.80,55441.60,55389.00,55439.20,55416.41,14730,9900,1388520,1400850
1059,Ok,21-04-2025 13:40:00,1745223000,55490.00,55497.80,55390.00,55416.00,55437.08,24660,13920,1373790,1390950
1060,Ok,21-04-2025 13:35:00,1745222700,55513.40,55535.00,55487.60,55495.00,55528.08,20010,16320,1349130,1377030
1061,Ok,21-04-2025 13:30:00,1745222400,55531.80,55547.20,55500.20,55515.00,55524.59,14550,11580,1329120,1360710
1062,Ok,21-04-2025 13:25:00,1745222100,55561.20,55575.00,55525.00,55526.20,55552.98,6030,7530,1314570,1349130
1063,Ok,21-04-2025 13:20:00,1745221800,55541.40,55581.00,55525.80,55564.00,55565.37,13860,3930,1308540,1341600
1064,Ok,21-04-2025 13:15:00,1745221500,55562.80,55577.60,55540.00,55542.80,55561.41,5280,4560,1294680,1337670
1065,Ok,21-04-2025 13:10:00,1745221200,55589.80,55589.80,55551.00,55562.60,55567.57,3840,5700,1289400,1333110
1066,Ok,21-04-2025 13:05:00,1745220900,55582.40,55595.80,55571.00,55592.00,55583.11,11670,1020,1285560,1327410
1067,Ok,21-04-2025 13:00:00,1745220600,55584.00,55600.00,55574.40,55577.80,55590.97,6510,5130,1273890,1326390
1068,Ok,21-04-2025 12:55:00,1745220300,55567.40,55588.00,55566.60,55583.80,55577.03,7050,5370,1267380,1321260
1069,Ok,21-04-2025 12:50:00,1745220000,55572.40,55580.00,55556.00,55560.60,55574.26,4350,2460,1260330,1315890
1070,Ok,21-04-2025 12:45:00,1745219700,55550.00,55580.00,55550.00,55574.20,55566.56,3570,2970,1255980,1313430
1071,Ok,21-04-2025 12:40:00,1745219400,55550.20,55584.20,55529.40,55553.00,55555.73,5280,2640,1252410,1310460
1072,Ok,21-04-2025 12:35:00,1745219100,55549.00,55565.60,55527.40,55565.00,55551.57,3870,840,1247130,1307820
1073,Ok,21-04-2025 12:30:00,1745218800,55555.00,55557.40,55535.00,55540.80,55547.30,4800,2490,1243260,1306980
1074,Ok,21-04-2025 12:25:00,1745218500,55566.00,55596.60,55545.00,55550.00,55578.89,10800,7170,1238460,1304490
1075,Ok,21-04-2025 12:20:00,1745218200,55544.60,55567.60,55537.60,55565.80,55553.68,11700,3120,1227660,1297320
1076,Ok,21-04-2025 12:15:00,1745217900,55524.60,55547.80,55504.40,55547.80,55528.35,6900,3750,1215960,1294200
1077,Ok,21-04-2025 12:10:00,1745217600,55524.20,55537.00,55496.60,55525.00,55517.93,5970,2730,1209060,1290450
1078,Ok,21-04-2025 12:05:00,1745217300,55516.20,55536.20,55495.60,55518.20,55516.78,5670,2280,1203090,1287720
1079,Ok,21-04-2025 12:00:00,1745217000,55544.40,55548.20,55511.60,55520.00,55526.82,6900,2310,1197420,1285440
1080,Ok,21-04-2025 11:55:00,1745216700,55506.40,55557.00,55506.40,55544.80,55533.76,17670,11160,1190520,1283130
1081,Ok,21-04-2025 11:50:00,1745216400,55468.80,55507.60,55458.20,55502.40,55488.17,5910,1350,1172850,1271970
1082,Ok,21-04-2025 11:45:00,1745216100,55470.60,55500.00,55466.20,55469.40,55482.68,6030,4500,1166940,1270620
1083,Ok,21-04-2025 11:40:00,1745215800,55498.80,55502.60,55433.20,55465.00,55465.78,9840,750,1160910,1266120
1084,Ok,21-04-2025 11:35:00,1745215500,55473.00,55508.60,55453.40,55498.60,55487.84,19170,13890,1151070,1265370
1085,Ok,21-04-2025 11:30:00,1745215200,55531.00,55536.40,55475.00,55475.00,55505.48,19770,9420,1131900,1251480
1086,Ok,21-04-2025 11:25:00,1745214900,55503.60,55540.00,55488.00,55532.20,55518.12,21930,7890,1112130,1242060
1087,Ok,21-04-2025 11:20:00,1745214600,55514.00,55530.60,55500.00,55500.00,55518.77,9900,11460,1090200,1234170
1088,Ok,21-04-2025 11:15:00,1745214300,55505.60,55519.00,55490.60,55519.00,55504.12,12630,6570,1080300,1222710
1089,Ok,21-04-2025 11:10:00,1745214000,55486.00,55516.40,55480.40,55505.40,55496.75,19590,-25920,1067670,1216140
1090,Ok,21-04-2025 11:05:00,1745213700,55477.40,55525.20,55469.60,55504.80,55496.62,15240,-14820,1048080,1242060
1091,Ok,21-04-2025 11:00:00,1745213400,55477.00,55483.00,55429.40,55479.00,55463.53,13440,10050,1032840,1256880
1092,Ok,21-04-2025 10:55:00,1745213100,55474.00,55479.40,55453.20,55479.20,55468.81,22320,11460,1019400,1246830
1093,Ok,21-04-2025 10:50:00,1745212800,55403.20,55483.20,55403.20,55474.20,55451.06,43260,29940,997080,1235370
1094,Ok,21-04-2025 10:45:00,1745212500,55343.00,55416.40,55343.00,55398.00,55380.26,15990,12270,953820,1205430
1095,Ok,21-04-2025 10:40:00,1745212200,55302.60,55350.00,55292.00,55342.40,55321.32,14340,5430,937830,1193160
1096,Ok,21-04-2025 10:35:00,1745211900,55356.40,55356.40,55286.20,55296.80,55332.70,13650,11790,923490,1187730
1097,Ok,21-04-2025 10:30:00,1745211600,55343.60,55370.20,55328.40,55353.60,55356.96,14490,12240,909840,1175940
1098,Ok,21-04-2025 10:25:00,1745211300,55280.00,55366.00,55280.00,55353.00,55331.29,17730,5640,895350,1163700
1099,Ok,21-04-2025 10:20:00,1745211000,55267.40,55301.20,55255.00,55268.20,55280.77,19590,17520,877620,1158060
1100,Ok,21-04-2025 10:15:00,1745210700,55308.00,55346.00,55262.00,55271.00,55309.77,26160,22050,858030,1140540
1101,Ok,21-04-2025 10:10:00,1745210400,55399.80,55405.00,55322.00,55329.80,55363.11,27540,5250,831870,1118490
1102,Ok,21-04-2025 10:05:00,1745210100,55385.00,55405.00,55361.60,55398.00,55393.75,22680,19020,804330,1113240
1103,Ok,21-04-2025 10:00:00,1745209800,55370.20,55399.00,55310.00,55391.40,55350.43,23070,17370,781650,1094220
1104,Ok,21-04-2025 09:55:00,1745209500,55330.20,55391.00,55330.00,55386.40,55368.17,29640,9780,758580,1076850
1105,Ok,21-04-2025 09:50:00,1745209200,55274.40,55341.00,55248.80,55337.40,55289.06,37890,22950,728940,1067070
1106,Ok,21-04-2025 09:45:00,1745208900,55310.20,55317.80,55233.40,55274.00,55276.45,29520,29130,691050,1044120
1107,Ok,21-04-2025 09:40:00,1745208600,55295.00,55323.80,55270.20,55315.00,55305.16,51480,17340,661530,1014990
1108,Ok,21-04-2025 09:35:00,1745208300,55267.60,55308.00,55251.60,55292.00,55287.58,54570,45360,610050,997650
1109,Ok,21-04-2025 09:30:00,1745208000,55202.40,55273.80,55175.00,55260.00,55231.75,63930,31470,555480,952290
1110,Ok,21-04-2025 09:25:00,1745207700,55166.00,55234.00,55093.40,55203.60,55155.37,67050,36900,491550,920820
1111,Ok,21-04-2025 09:20:00,1745207400,55224.20,55250.00,55072.40,55168.80,55164.25,114180,95010,424500,883920
1112,Ok,21-04-2025 09:15:00,1745207100,54613.00,55260.00,54613.00,55219.20,55015.02,310320,788910,310320,788910
1113,Ok,17-04-2025 15:25:00,1744883700,54315.00,54340.00,54309.60,54316.00,54328.78,21240,12240,758160,639180
1114,Ok,17-04-2025 15:20:00,1744883400,54318.20,54329.00,54296.00,54319.80,54313.95,14400,2160,736920,626940
1115,Ok,17-04-2025 15:15:00,1744883100,54269.00,54337.80,54260.20,54317.20,54306.75,12900,7680,722520,624780
1116,Ok,17-04-2025 15:10:00,1744882800,54273.80,54282.00,54256.20,54271.00,54269.29,7020,1470,709620,617100
1117,Ok,17-04-2025 15:05:00,1744882500,54307.80,54313.20,54262.80,54268.20,54286.52,6150,3150,702600,615630
1118,Ok,17-04-2025 15:00:00,1744882200,54305.20,54325.80,54280.40,54304.40,54299.29,12750,-10110,696450,612480
1119,Ok,17-04-2025 14:55:00,1744881900,54300.80,54356.00,54271.80,54310.40,54305.53,19110,7710,683700,622590
1120,Ok,17-04-2025 14:50:00,1744881600,54356.80,54370.00,54300.00,54301.00,54348.02,10740,5010,664590,614880
1121,Ok,17-04-2025 14:45:00,1744881300,54350.60,54360.80,54298.40,54345.60,54326.35,7650,3840,653850,609870
1122,Ok,17-04-2025 14:40:00,1744881000,54365.40,54381.80,54342.60,54360.00,54362.79,9540,3300,646200,606030
1123,Ok,17-04-2025 14:35:00,1744880700,54365.00,54390.20,54332.80,54368.60,54371.92,6780,2160,636660,602730
1124,Ok,17-04-2025 14:30:00,1744880400,54258.00,54379.00,54244.20,54365.40,54310.93,7800,4320,629880,600570
1125,Ok,17-04-2025 14:25:00,1744880100,54278.80,54319.80,54241.60,54241.60,54286.59,9780,5550,622080,596250
1126,Ok,17-04-2025 14:20:00,1744879800,54270.20,54298.80,54260.00,54280.80,54280.62,6960,810,612300,590700
1127,Ok,17-04-2025 14:15:00,1744879500,54302.40,54316.20,54186.20,54271.60,54239.18,16320,9510,605340,589890
1128,Ok,17-04-2025 14:10:00,1744879200,54376.20,54396.00,54291.80,54291.80,54359.50,13080,4350,589020,580380
1129,Ok,17-04-2025 14:05:00,1744878900,54370.20,54387.80,54365.00,54376.00,54375.90,3750,930,575940,576030
1130,Ok,17-04-2025 14:00:00,1744878600,54364.40,54394.80,54354.20,54366.60,54376.97,6180,1170,572190,575100
1131,Ok,17-04-2025 13:55:00,1744878300,54350.00,54383.80,54328.00,54349.60,54352.95,5730,1890,566010,573930
1132,Ok,17-04-2025 13:50:00,1744878000,54374.00,54400.00,54333.00,54368.60,54378.86,9900,630,560280,572040
1133,Ok,17-04-2025 13:45:00,1744877700,54300.00,54370.00,54300.00,54362.20,54355.17,28290,16710,550380,571410
1134,Ok,17-04-2025 13:40:00,1744877400,54350.00,54354.40,54282.80,54312.00,54316.65,6150,3480,522090,554700
1135,Ok,17-04-2025 13:35:00,1744877100,54249.20,54358.20,54240.00,54354.40,54299.68,11100,3060,515940,551220
1136,Ok,17-04-2025 13:30:00,1744876800,54250.00,54296.20,54222.40,54250.00,54254.85,7260,2880,504840,548160
1137,Ok,17-04-2025 13:25:00,1744876500,54320.80,54347.60,54250.00,54263.40,54282.52,7680,1650,497580,545280
1138,Ok,17-04-2025 13:20:00,1744876200,54360.40,54374.40,54265.20,54316.80,54328.26,19770,1050,489900,543630
1139,Ok,17-04-2025 13:15:00,1744875900,54345.60,54474.80,54335.00,54367.60,54399.99,19740,5640,470130,542580
1140,Ok,17-04-2025 13:10:00,1744875600,54241.80,54350.00,54225.00,54342.80,54289.53,15240,5850,450390,536940
1141,Ok,17-04-2025 13:05:00,1744875300,54176.60,54260.00,54146.80,54243.00,54217.40,13440,-24510,435150,531090
1142,Ok,17-04-2025 13:00:00,1744875000,54160.00,54228.80,54130.20,54189.80,54180.26,13500,4110,421710,555600
