,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
466,Ok,02-05-2025 13:05:00,1746171300,55190.80,55269.80,55170.80,55201.20,55226.76,16890,4050,1425990,2354970
467,Ok,02-05-2025 13:00:00,1746171000,55210.00,55262.00,55165.00,55200.00,55206.75,16140,-2220,1409100,2350920
468,Ok,02-05-2025 12:55:00,1746170700,55228.60,55275.60,55199.00,55209.40,55228.05,8670,660,1392960,2353140
469,Ok,02-05-2025 12:50:00,1746170400,55276.60,55315.00,55200.00,55221.00,55258.83,15600,2160,1384290,2352480
470,Ok,02-05-2025 12:45:00,1746170100,55232.00,55299.00,55222.60,55275.00,55272.12,30630,2130,1368690,2350320
471,Ok,02-05-2025 12:40:00,1746169800,55178.40,55232.00,55073.60,55230.00,55132.94,55230,-14160,1338060,2348190
472,Ok,02-05-2025 12:35:00,1746169500,55195.40,55219.80,55145.40,55184.00,55173.75,16830,450,1282830,2362350
473,Ok,02-05-2025 12:30:00,1746169200,55152.40,55228.80,55151.00,55199.00,55191.54,31410,-3240,1266000,2361900
474,Ok,02-05-2025 12:25:00,1746168900,55299.80,55299.80,55152.40,55152.80,55198.80,37710,1230,1234590,2365140
475,Ok,02-05-2025 12:20:00,1746168600,55269.80,55317.80,55269.80,55293.00,55294.20,6960,1740,1196880,2363910
476,Ok,02-05-2025 12:15:00,1746168300,55309.60,55315.60,55238.00,55262.80,55264.60,26460,1950,1189920,2362170
477,Ok,02-05-2025 12:10:00,1746168000,55313.20,55325.40,55280.00,55305.00,55303.08,13710,630,1163460,2360220
478,Ok,02-05-2025 12:05:00,1746167700,55360.20,55366.00,55280.00,55309.00,55324.95,16830,1290,1149750,2359590
479,Ok,02-05-2025 12:00:00,1746167400,55400.00,55400.00,55352.20,55358.00,55375.15,9270,810,1132920,2358300
480,Ok,02-05-2025 11:55:00,1746167100,55371.60,55429.80,55360.00,55391.20,55393.28,15510,-1080,1123650,2357490
481,Ok,02-05-2025 11:50:00,1746166800,55333.80,55360.00,55291.40,55360.00,55322.80,13110,1590,1108140,2358570
482,Ok,02-05-2025 11:45:00,1746166500,55345.00,55375.80,55302.00,55318.20,55338.68,20280,5070,1095030,2356980
483,Ok,02-05-2025 11:40:00,1746166200,55378.00,55425.00,55329.60,55339.00,55371.72,23790,90,1074750,2351910
484,Ok,02-05-2025 11:35:00,1746165900,55344.00,55414.80,55331.00,55390.00,55376.87,26580,-3780,1050960,2351820
485,Ok,02-05-2025 11:30:00,1746165600,55451.80,55475.80,55330.00,55336.80,55416.93,61140,13680,1024380,2355600
486,Ok,02-05-2025 11:25:00,1746165300,55472.40,55489.00,55450.00,55450.00,55469.36,29010,660,963240,2341920
487,Ok,02-05-2025 11:20:00,1746165000,55513.40,55530.40,55466.00,55468.20,55494.40,31200,330,934230,2341260
488,Ok,02-05-2025 11:15:00,1746164700,55544.80,55597.60,55510.00,55513.20,55565.43,15450,5220,903030,2340930
489,Ok,02-05-2025 11:10:00,1746164400,55530.00,55556.80,55501.00,55554.80,55517.01,25080,1530,887580,2335710
490,Ok,02-05-2025 11:05:00,1746164100,55528.40,55575.00,55520.00,55529.00,55537.87,14040,2670,862500,2334180
491,Ok,02-05-2025 11:00:00,1746163800,55579.80,55620.00,55525.60,55534.40,55568.46,21810,-3240,848460,2331510
492,Ok,02-05-2025 10:55:00,1746163500,55570.20,55616.40,55512.00,55570.00,55551.11,49320,-3150,826650,2334750
493,Ok,02-05-2025 10:50:00,1746163200,55685.00,55720.60,55567.20,55570.80,55648.43,26640,2010,777330,2337900
494,Ok,02-05-2025 10:45:00,1746162900,55714.80,55716.00,55660.00,55679.80,55684.83,9390,2850,750690,2335890
495,Ok,02-05-2025 10:40:00,1746162600,55717.00,55751.60,55680.00,55697.60,55729.48,15480,570,741300,2333040
496,Ok,02-05-2025 10:35:00,1746162300,55680.20,55736.00,55611.00,55714.60,55657.77,33030,1470,725820,2332470
497,Ok,02-05-2025 10:30:00,1746162000,55736.00,55736.00,55650.20,55681.00,55690.79,36090,2520,692790,2331000
498,Ok,02-05-2025 10:25:00,1746161700,55744.00,55765.00,55720.00,55738.60,55740.85,9900,-1500,656700,2328480
499,Ok,02-05-2025 10:20:00,1746161400,55757.60,55770.00,55710.00,55745.40,55738.70,19560,-10260,646800,2329980
500,Ok,02-05-2025 10:15:00,1746161100,55794.80,55800.00,55749.00,55749.00,55778.59,8460,-2130,627240,2340240
501,Ok,02-05-2025 10:10:00,1746160800,55796.00,55800.00,55749.60,55794.40,55779.79,17910,-3090,618780,2342370
502,Ok,02-05-2025 10:05:00,1746160500,55794.40,55795.00,55760.00,55795.00,55774.46,7320,210,600870,2345460
503,Ok,02-05-2025 10:00:00,1746160200,55770.20,55832.40,55760.00,55794.60,55794.51,20970,1680,593550,2345250
504,Ok,02-05-2025 09:55:00,1746159900,55793.00,55819.20,55760.20,55774.80,55798.38,13740,-720,572580,2343570
505,Ok,02-05-2025 09:50:00,1746159600,55780.00,55825.00,55735.80,55783.80,55781.53,15420,5910,558840,2344290
506,Ok,02-05-2025 09:45:00,1746159300,55760.60,55823.40,55712.20,55792.60,55763.46,33360,4440,543420,2338380
507,Ok,02-05-2025 09:40:00,1746159000,55828.00,55871.00,55727.20,55757.00,55799.51,41490,4350,510060,2333940
508,Ok,02-05-2025 09:35:00,1746158700,55809.60,55820.00,55750.00,55818.00,55784.88,42450,9720,468570,2329590
509,Ok,02-05-2025 09:30:00,1746158400,55838.00,55929.00,55732.80,55815.00,55843.59,118230,-1470,426120,2319870
510,Ok,02-05-2025 09:25:00,1746158100,55630.20,55849.00,55621.00,55849.00,55747.03,101010,4920,307890,2321340
511,Ok,02-05-2025 09:20:00,1746157800,55565.20,55674.40,55549.00,55624.60,55609.25,86850,16950,206880,2316420
512,Ok,02-05-2025 09:15:00,1746157500,55250.20,55581.00,55218.20,55563.00,55463.16,120030,2299470,120030,2299470
513,Ok,30-04-2025 15:25:00,1746006900,55220.00,55230.00,55172.00,55172.00,55193.57,64050,-12210,1275000,2317470
514,Ok,30-04-2025 15:20:00,1746006600,55270.00,55279.00,55216.20,55222.60,55235.94,49530,-2760,1210950,2329680
515,Ok,30-04-2025 15:15:00,1746006300,55323.00,55324.00,55266.00,55269.60,55281.17,21060,-5100,1161420,2332440
516,Ok,30-04-2025 15:10:00,1746006000,55327.00,55334.40,55308.00,55320.00,55318.71,8280,-1230,1140360,2337540
517,Ok,30-04-2025 15:05:00,1746005700,55280.60,55337.80,55280.60,55337.80,55316.94,9510,-2160,1132080,2338770
518,Ok,30-04-2025 15:00:00,1746005400,55309.40,55343.00,55276.20,55290.00,55306.57,18240,870,1122570,2340930
519,Ok,30-04-2025 14:55:00,1746005100,55340.00,55356.00,55301.20,55323.80,55332.88,11310,-1830,1104330,2340060
520,Ok,30-04-2025 14:50:00,1746004800,55321.80,55339.80,55300.00,55338.80,55317.04,6210,-240,1093020,2341890
521,Ok,30-04-2025 14:45:00,1746004500,55288.60,55336.60,55283.40,55315.00,55314.07,5970,-540,1086810,2342130
522,Ok,30-04-2025 14:40:00,1746004200,55285.00,55310.80,55277.80,55288.20,55295.70,6750,210,1080840,2342670
523,Ok,30-04-2025 14:35:00,1746003900,55244.80,55289.60,55242.20,55288.40,55261.56,6960,-120,1074090,2342460
524,Ok,30-04-2025 14:30:00,1746003600,55279.80,55297.00,55232.20,55255.00,55261.52,9030,-960,1067130,2342580
525,Ok,30-04-2025 14:25:00,1746003300,55288.40,55299.80,55265.40,55265.40,55280.40,7560,180,1058100,2343540
526,Ok,30-04-2025 14:20:00,1746003000,55290.20,55310.00,55280.00,55280.00,55291.06,2880,150,1050540,2343360
527,Ok,30-04-2025 14:15:00,1746002700,55305.20,55319.60,55285.80,55285.80,55306.66,4080,-690,1047660,2343210
528,Ok,30-04-2025 14:10:00,1746002400,55303.00,55320.00,55277.00,55306.00,55291.31,8220,1140,1043580,2343900
529,Ok,30-04-2025 14:05:00,1746002100,55324.60,55324.60,55300.00,55311.00,55306.23,6000,270,1035360,2342760
530,Ok,30-04-2025 14:00:00,1746001800,55348.00,55348.00,55314.00,55327.60,55326.17,6090,660,1029360,2342490
531,Ok,30-04-2025 13:55:00,1746001500,55335.00,55359.80,55335.00,55350.20,55349.51,2520,-1260,1023270,2341830
532,Ok,30-04-2025 13:50:00,1746001200,55375.20,55389.60,55335.20,55345.00,55364.86,3210,-540,1020750,2343090
533,Ok,30-04-2025 13:45:00,1746000900,55400.20,55416.20,55378.00,55380.40,55401.40,4590,660,1017540,2343630
534,Ok,30-04-2025 13:40:00,1746000600,55370.00,55418.00,55364.60,55409.00,55396.33,4920,-150,1012950,2342970
535,Ok,30-04-2025 13:35:00,1746000300,55330.00,55379.80,55330.00,55378.20,55361.33,2670,-540,1008030,2343120
536,Ok,30-04-2025 13:30:00,1746000000,55354.00,55360.00,55325.40,55325.40,55342.49,2130,30,1005360,2343660
537,Ok,30-04-2025 13:25:00,1745999700,55348.00,55384.80,55330.00,55340.00,55353.63,3870,210,1003230,2343630
538,Ok,30-04-2025 13:20:00,1745999400,55339.20,55360.20,55331.20,55345.00,55348.89,4770,-420,999360,2343420
539,Ok,30-04-2025 13:15:00,1745999100,55385.40,55395.60,55335.00,55340.00,55357.26,4710,-1260,994590,2343840
540,Ok,30-04-2025 13:10:00,1745998800,55380.00,55398.20,55371.00,55385.00,55384.56,3420,-240,989880,2345100
541,Ok,30-04-2025 13:05:00,1745998500,55375.00,55388.80,55350.20,55387.00,55372.50,6180,-630,986460,2345340
542,Ok,30-04-2025 13:00:00,1745998200,55372.80,55380.80,55350.40,55378.00,55359.86,6600,2430,980280,2345970
543,Ok,30-04-2025 12:55:00,1745997900,55416.80,55422.00,55357.20,55357.20,55381.24,9690,420,973680,2343540
544,Ok,30-04-2025 12:50:00,1745997600,55388.00,55421.60,55374.80,55412.00,55407.55,23310,6630,963990,2343120
545,Ok,30-04-2025 12:45:00,1745997300,55394.00,55394.00,55365.00,55388.80,55382.63,7830,510,940680,2336490
546,Ok,30-04-2025 12:40:00,1745997000,55374.60,55391.40,55345.20,55379.00,55379.09,6720,210,932850,2335980
547,Ok,30-04-2025 12:35:00,1745996700,55374.80,55374.80,55330.00,55366.80,55346.79,5010,-570,926130,2335770
548,Ok,30-04-2025 12:30:00,1745996400,55377.00,55394.00,55321.00,55355.80,55358.20,23400,4080,921120,2336340
549,Ok,30-04-2025 12:25:00,1745996100,55318.20,55380.00,55301.20,55372.40,55361.35,22110,-12030,897720,2332260
550,Ok,30-04-2025 12:20:00,1745995800,55280.20,55319.00,55276.20,55296.80,55290.72,24900,3720,875610,2344290
551,Ok,30-04-2025 12:15:00,1745995500,55273.80,55294.20,55258.20,55279.80,55267.49,6360,2190,850710,2340570
552,Ok,30-04-2025 12:10:00,1745995200,55280.00,55299.00,55270.40,55270.40,55279.23,2730,-210,844350,2338380
553,Ok,30-04-2025 12:05:00,1745994900,55291.80,55301.20,55271.00,55271.00,55287.93,2580,510,841620,2338590
554,Ok,30-04-2025 12:00:00,1745994600,55275.00,55315.40,55270.40,55304.00,55293.95,3270,1020,839040,2338080
555,Ok,30-04-2025 11:55:00,1745994300,55265.00,55299.40,55258.20,55287.80,55276.88,4620,-450,835770,2337060
556,Ok,30-04-2025 11:50:00,1745994000,55286.60,55301.00,55261.00,55269.40,55272.54,3450,-600,831150,2337510
557,Ok,30-04-2025 11:45:00,1745993700,55331.60,55333.80,55261.80,55290.00,55292.52,5970,1230,827700,2338110
558,Ok,30-04-2025 11:40:00,1745993400,55306.60,55355.00,55290.20,55331.00,55341.06,7950,-120,821730,2336880
559,Ok,30-04-2025 11:35:00,1745993100,55279.00,55325.80,55279.00,55306.40,55301.71,3210,-9690,813780,2337000
560,Ok,30-04-2025 11:30:00,1745992800,55302.40,55315.00,55271.00,55271.60,55288.90,3390,360,810570,2346690
561,Ok,30-04-2025 11:25:00,1745992500,55326.00,55350.80,55300.00,55300.00,55319.02,3120,690,807180,2346330
562,Ok,30-04-2025 11:20:00,1745992200,55345.00,55365.00,55284.60,55330.00,55338.80,13860,5880,804060,2345640
563,Ok,30-04-2025 11:15:00,1745991900,55305.00,55394.00,55271.00,55330.00,55344.84,10290,-330,790200,2339760
564,Ok,30-04-2025 11:10:00,1745991600,55265.60,55320.00,55248.00,55294.60,55282.95,5940,-270,779910,2340090
565,Ok,30-04-2025 11:05:00,1745991300,55370.00,55371.80,55250.00,55271.20,55301.72,11220,-3810,773970,2340360
566,Ok,30-04-2025 11:00:00,1745991000,55350.00,55383.00,55341.80,55372.20,55360.86,10620,-810,762750,2344170
567,Ok,30-04-2025 10:55:00,1745990700,55309.20,55360.00,55273.00,55345.00,55335.33,11100,180,752130,2344980
568,Ok,30-04-2025 10:50:00,1745990400,55325.00,55334.20,55285.40,55309.80,55321.58,11040,2970,741030,2344800
569,Ok,30-04-2025 10:45:00,1745990100,55282.00,55325.00,55230.00,55313.00,55280.84,14250,1530,729990,2341830
570,Ok,30-04-2025 10:40:00,1745989800,55229.80,55299.80,55209.40,55280.40,55244.30,24390,1380,715740,2340300
571,Ok,30-04-2025 10:35:00,1745989500,55258.00,55280.00,55200.00,55225.00,55227.83,48870,-12120,691350,2338920
572,Ok,30-04-2025 10:30:00,1745989200,55320.40,55325.00,55261.00,55261.00,55292.33,28560,-2970,642480,2351040
573,Ok,30-04-2025 10:25:00,1745988900,55399.00,55424.60,55305.00,55326.00,55350.84,28920,10020,613920,2354010
574,Ok,30-04-2025 10:20:00,1745988600,55361.80,55425.00,55312.00,55382.00,55352.42,19470,-4620,585000,2343990
575,Ok,30-04-2025 10:15:00,1745988300,55376.60,55427.60,55356.20,55361.00,55384.05,11160,-1410,565530,2348610
576,Ok,30-04-2025 10:10:00,1745988000,55450.00,55455.00,55352.00,55370.00,55382.05,17010,-3690,554370,2350020
577,Ok,30-04-2025 10:05:00,1745987700,55398.20,55490.00,55384.00,55455.00,55434.81,11130,3660,537360,2353710
578,Ok,30-04-2025 10:00:00,1745987400,55499.00,55500.00,55375.00,55390.00,55422.00,30210,630,526230,2350050
579,Ok,30-04-2025 09:55:00,1745987100,55580.20,55583.80,55444.00,55490.00,55496.10,16980,90,496020,2349420
580,Ok,30-04-2025 09:50:00,1745986800,55619.00,55623.40,55525.20,55570.00,55580.56,35370,-7020,479040,2349330
581,Ok,30-04-2025 09:45:00,1745986500,55477.80,55630.00,55455.00,55600.60,55547.76,38250,2100,443670,2356350
582,Ok,30-04-2025 09:40:00,1745986200,55549.00,55572.40,55400.00,55460.80,55490.46,36660,-11220,405420,2354250
583,Ok,30-04-2025 09:35:00,1745985900,55431.20,55555.60,55364.00,55555.60,55464.45,50310,-1710,368760,2365470
584,Ok,30-04-2025 09:30:00,1745985600,55370.00,55519.80,55350.20,55434.40,55441.13,60510,6660,318450,2367180
585,Ok,30-04-2025 09:25:00,1745985300,55291.80,55380.00,55220.00,55372.00,55290.46,46170,1140,257940,2360520
586,Ok,30-04-2025 09:20:00,1745985000,55448.00,55449.80,55201.20,55281.20,55302.32,61920,-6990,211770,2359380
587,Ok,30-04-2025 09:15:00,1745984700,55440.00,55450.00,55131.00,55442.80,55297.88,149850,2366370,149850,2366370
588,Ok,29-04-2025 15:25:00,1745920500,55481.00,55496.20,55437.00,55440.00,55463.23,48840,-11340,1635600,2380260
589,Ok,29-04-2025 15:20:00,1745920200,55510.00,55523.60,55480.00,55481.40,55498.51,30150,-6030,1586760,2391600
590,Ok,29-04-2025 15:15:00,1745919900,55533.00,55548.20,55475.00,55518.20,55499.27,39090,-9720,1556610,2397630
591,Ok,29-04-2025 15:10:00,1745919600,55571.80,55575.00,55533.20,55533.20,55555.95,27300,6900,1517520,2407350
592,Ok,29-04-2025 15:05:00,1745919300,55575.20,55600.00,55543.60,55575.00,55564.29,18480,-2130,1490220,2400450
593,Ok,29-04-2025 15:00:00,1745919000,55576.80,55615.00,55544.60,55575.00,55571.69,11580,-1890,1471740,2402580
594,Ok,29-04-2025 14:55:00,1745918700,55572.80,55618.60,55552.80,55589.80,55572.86,8310,210,1460160,2404470
595,Ok,29-04-2025 14:50:00,1745918400,55609.20,55619.60,55570.00,55570.20,55591.79,12120,-3180,1451850,2404260
596,Ok,29-04-2025 14:45:00,1745918100,55628.20,55637.00,55607.00,55610.00,55621.90,3150,-120,1439730,2407440
597,Ok,29-04-2025 14:40:00,1745917800,55633.60,55649.00,55623.20,55638.00,55636.18,4440,1140,1436580,2407560
598,Ok,29-04-2025 14:35:00,1745917500,55609.80,55649.00,55605.40,55630.60,55634.54,6540,60,1432140,2406420
599,Ok,29-04-2025 14:30:00,1745917200,55624.60,55642.00,55602.60,55612.40,55618.96,3120,-210,1425600,2406360
600,Ok,29-04-2025 14:25:00,1745916900,55622.20,55645.00,55604.00,55624.00,55626.50,5460,90,1422480,2406570
601,Ok,29-04-2025 14:20:00,1745916600,55637.60,55647.00,55625.00,55625.00,55631.04,3660,-780,1417020,2406480
602,Ok,29-04-2025 14:15:00,1745916300,55594.00,55649.00,55594.00,55641.40,55628.64,6480,1680,1413360,2407260
603,Ok,29-04-2025 14:10:00,1745916000,55596.00,55614.20,55589.00,55600.00,55599.31,2160,-840,1406880,2405580
604,Ok,29-04-2025 14:05:00,1745915700,55599.80,55615.80,55580.00,55590.00,55595.11,3300,-150,1404720,2406420
605,Ok,29-04-2025 14:00:00,1745915400,55595.00,55616.40,55580.20,55593.00,55598.35,8070,1860,1401420,2406570
606,Ok,29-04-2025 13:55:00,1745915100,55592.20,55619.80,55581.00,55605.20,55600.11,4530,1110,1393350,2404710
607,Ok,29-04-2025 13:50:00,1745914800,55616.60,55633.00,55586.40,55593.60,55608.91,4050,240,1388820,2403600
608,Ok,29-04-2025 13:45:00,1745914500,55590.00,55632.80,55575.00,55616.80,55596.10,10440,-1650,1384770,2403360
609,Ok,29-04-2025 13:40:00,1745914200,55619.80,55619.80,55584.00,55584.40,55601.46,4230,0,1374330,2405010
610,Ok,29-04-2025 13:35:00,1745913900,55621.00,55630.20,55581.00,55620.00,55598.06,10320,-3090,1370100,2405010
611,Ok,29-04-2025 13:30:00,1745913600,55620.20,55644.40,55611.20,55639.80,55627.91,3210,810,1359780,2408100
612,Ok,29-04-2025 13:25:00,1745913300,55640.00,55660.60,55620.00,55625.00,55645.48,4590,1290,1356570,2407290
613,Ok,29-04-2025 13:20:00,1745913000,55601.80,55665.00,55581.00,55654.60,55636.33,5280,90,1351980,2406000
614,Ok,29-04-2025 13:15:00,1745912700,55631.00,55631.00,55581.00,55605.20,55604.26,6750,1350,1346700,2405910
615,Ok,29-04-2025 13:10:00,1745912400,55620.00,55650.00,55611.20,55630.00,55633.73,4320,-90,1339950,2404560
616,Ok,29-04-2025 13:05:00,1745912100,55694.60,55696.20,55604.20,55626.40,55649.37,11790,-1890,1335630,2404650
617,Ok,29-04-2025 13:00:00,1745911800,55655.00,55720.60,55653.40,55690.00,55698.68,32340,-6720,1323840,2406540
618,Ok,29-04-2025 12:55:00,1745911500,55644.60,55661.00,55615.00,55658.80,55641.07,11400,-990,1291500,2413260
619,Ok,29-04-2025 12:50:00,1745911200,55583.20,55650.00,55560.00,55648.20,55610.13,10740,-750,1280100,2414250
620,Ok,29-04-2025 12:45:00,1745910900,55582.60,55602.00,55548.20,55590.00,55581.92,12750,3150,1269360,2415000
621,Ok,29-04-2025 12:40:00,1745910600,55569.40,55618.00,55548.20,55580.00,55601.26,15180,-930,1256610,2411850
622,Ok,29-04-2025 12:35:00,1745910300,55517.60,55578.40,55506.00,55575.00,55546.34,12870,-780,1241430,2412780
623,Ok,29-04-2025 12:30:00,1745910000,55486.40,55537.40,55460.00,55536.00,55498.52,9990,-4110,1228560,2413560
624,Ok,29-04-2025 12:25:00,1745909700,55515.80,55520.00,55468.60,55480.80,55489.25,10350,-1770,1218570,2417670
625,Ok,29-04-2025 12:20:00,1745909400,55504.00,55530.00,55483.60,55509.80,55510.56,8400,-12330,1208220,2419440
626,Ok,29-04-2025 12:15:00,1745909100,55525.00,55559.60,55510.00,55510.00,55528.61,6240,30,1199820,2431770
627,Ok,29-04-2025 12:10:00,1745908800,55534.80,55550.00,55511.20,55530.00,55533.06,8940,0,1193580,2431740
628,Ok,29-04-2025 12:05:00,1745908500,55561.40,55564.60,55505.20,55530.00,55539.11,14760,2430,1184640,2431740
629,Ok,29-04-2025 12:00:00,1745908200,55487.60,55563.60,55460.00,55551.60,55500.44,21150,-4740,1169880,2429310
630,Ok,29-04-2025 11:55:00,1745907900,55528.60,55542.00,55475.00,55484.80,55504.13,25470,210,1148730,2434050
631,Ok,29-04-2025 11:50:00,1745907600,55571.80,55579.80,55515.00,55528.40,55537.68,9930,-1800,1123260,2433840
632,Ok,29-04-2025 11:45:00,1745907300,55610.00,55621.60,55550.00,55572.60,55575.81,10380,-1140,1113330,2435640
633,Ok,29-04-2025 11:40:00,1745907000,55586.00,55629.00,55568.40,55620.00,55597.24,12000,2340,1102950,2436780
634,Ok,29-04-2025 11:35:00,1745906700,55598.20,55598.20,55552.00,55586.40,55578.77,8460,-2250,1090950,2434440
635,Ok,29-04-2025 11:30:00,1745906400,55583.00,55606.40,55509.00,55590.00,55542.36,26220,-4770,1082490,2436690
636,Ok,29-04-2025 11:25:00,1745906100,55601.60,55637.60,55575.20,55577.40,55603.27,7650,180,1056270,2441460
637,Ok,29-04-2025 11:20:00,1745905800,55640.60,55665.00,55601.00,55601.00,55641.15,12810,3630,1048620,2441280
638,Ok,29-04-2025 11:15:00,1745905500,55631.20,55645.00,55600.00,55645.00,55615.09,7110,540,1035810,2437650
639,Ok,29-04-2025 11:10:00,1745905200,55654.40,55672.00,55604.60,55630.00,55632.62,6000,720,1028700,2437110
640,Ok,29-04-2025 11:05:00,1745904900,55625.40,55687.00,55625.40,55650.00,55655.81,7110,1020,1022700,2436390
641,Ok,29-04-2025 11:00:00,1745904600,55601.00,55659.80,55601.00,55625.00,55624.94,10890,2700,1015590,2435370
642,Ok,29-04-2025 10:55:00,1745904300,55606.00,55671.20,55600.60,55609.60,55641.00,8760,0,1004700,2432670
643,Ok,29-04-2025 10:50:00,1745904000,55696.80,55700.00,55600.00,55605.20,55656.06,15150,-900,995940,2432670
644,Ok,29-04-2025 10:45:00,1745903700,55563.20,55695.00,55527.60,55695.00,55594.53,37830,-6210,980790,2433570
645,Ok,29-04-2025 10:40:00,1745903400,55636.00,55636.00,55563.20,55563.40,55591.45,29940,1650,942960,2439780
646,Ok,29-04-2025 10:35:00,1745903100,55631.60,55674.80,55610.00,55629.80,55639.99,19170,2160,913020,2438130
647,Ok,29-04-2025 10:30:00,1745902800,55646.00,55680.00,55556.40,55635.00,55609.21,44190,-18660,893850,2435970
648,Ok,29-04-2025 10:25:00,1745902500,55724.80,55748.00,55605.00,55626.20,55666.57,34800,2250,849660,2454630
649,Ok,29-04-2025 10:20:00,1745902200,55676.60,55737.60,55660.40,55734.00,55698.52,18270,1770,814860,2452380
650,Ok,29-04-2025 10:15:00,1745901900,55743.20,55755.00,55654.60,55680.20,55692.51,39180,-5010,796590,2450610
651,Ok,29-04-2025 10:10:00,1745901600,55713.20,55800.00,55701.00,55750.00,55751.62,19140,390,757410,2455620
652,Ok,29-04-2025 10:05:00,1745901300,55873.40,55873.40,55701.00,55720.40,55765.29,35010,-330,738270,2455230
653,Ok,29-04-2025 10:00:00,1745901000,55886.40,55918.80,55809.00,55880.00,55860.60,19170,3510,703260,2455560
654,Ok,29-04-2025 09:55:00,1745900700,55812.20,55945.00,55801.00,55902.40,55894.12,41520,3630,684090,2452050
655,Ok,29-04-2025 09:50:00,1745900400,55790.00,55847.00,55723.60,55808.00,55787.83,34830,6630,642570,2448420
656,Ok,29-04-2025 09:45:00,1745900100,55760.20,55879.80,55712.60,55790.40,55793.71,43170,-6390,607740,2441790
657,Ok,29-04-2025 09:40:00,1745899800,55859.20,55958.80,55701.20,55765.00,55792.92,82500,-14670,564570,2448180
658,Ok,29-04-2025 09:35:00,1745899500,56020.20,56044.80,55805.60,55860.00,55913.79,56730,-5550,482070,2462850
659,Ok,29-04-2025 09:30:00,1745899200,56003.40,56100.00,55931.00,56030.00,56013.39,63930,90,425340,2468400
660,Ok,29-04-2025 09:25:00,1745898900,56168.80,56168.80,55975.20,56000.20,56076.97,69450,5940,361410,2468310
661,Ok,29-04-2025 09:20:00,1745898600,56133.40,56194.80,56053.80,56164.80,56136.08,118440,-2850,291960,2462370
662,Ok,29-04-2025 09:15:00,1745898300,55744.60,56139.60,55739.80,56120.00,56018.94,173520,2465220,173520,2465220
663,Ok,28-04-2025 15:25:00,1745834100,55663.40,55680.20,55650.00,55678.80,55669.55,35310,-9870,1715340,2492610
664,Ok,28-04-2025 15:20:00,1745833800,55670.20,55688.00,55663.60,55663.60,55677.92,19740,-1740,1680030,2502480
665,Ok,28-04-2025 15:15:00,1745833500,55653.60,55685.80,55640.20,55680.60,55665.85,18270,1290,1660290,2504220
666,Ok,28-04-2025 15:10:00,1745833200,55632.80,55664.80,55623.40,55655.20,55637.09,14250,-4710,1642020,2502930
667,Ok,28-04-2025 15:05:00,1745832900,55670.00,55693.40,55631.00,55638.00,55658.14,8100,-1860,1627770,2507640
668,Ok,28-04-2025 15:00:00,1745832600,55675.00,55724.80,55671.00,55684.60,55697.99,22560,-600,1619670,2509500
669,Ok,28-04-2025 14:55:00,1745832300,55661.40,55685.20,55600.00,55677.00,55648.95,13650,90,1597110,2510100
670,Ok,28-04-2025 14:50:00,1745832000,55629.00,55677.20,55602.20,55660.00,55654.63,20550,420,1583460,2510010
671,Ok,28-04-2025 14:45:00,1745831700,55587.80,55627.60,55540.00,55627.60,55576.56,17700,-5340,1562910,2509590
672,Ok,28-04-2025 14:40:00,1745831400,55603.80,55610.00,55558.20,55578.20,55578.42,26130,-5850,1545210,2514930
673,Ok,28-04-2025 14:35:00,1745831100,55637.60,55679.60,55601.00,55601.20,55629.55,18240,60,1519080,2520780
674,Ok,28-04-2025 14:30:00,1745830800,55628.20,55706.00,55622.80,55640.00,55660.41,14250,-4620,1500840,2520720
675,Ok,28-04-2025 14:25:00,1745830500,55675.00,55675.00,55630.00,55630.00,55653.31,19260,-2280,1486590,2525340
676,Ok,28-04-2025 14:20:00,1745830200,55710.20,55725.00,55675.00,55679.60,55696.31,9480,810,1467330,2527620
677,Ok,28-04-2025 14:15:00,1745829900,55754.60,55764.80,55708.60,55708.60,55737.17,14130,3930,1457850,2526810
678,Ok,28-04-2025 14:10:00,1745829600,55717.20,55750.00,55717.20,55750.00,55737.78,4890,0,1443720,2522880
679,Ok,28-04-2025 14:05:00,1745829300,55715.00,55731.80,55686.80,55718.00,55714.00,2940,480,1438830,2522880
680,Ok,28-04-2025 14:00:00,1745829000,55713.00,55735.80,55682.00,55724.80,55711.17,5700,2160,1435890,2522400
681,Ok,28-04-2025 13:55:00,1745828700,55683.40,55721.20,55682.00,55713.80,55701.24,7110,-210,1430190,2520240
682,Ok,28-04-2025 13:50:00,1745828400,55743.80,55743.80,55680.00,55699.00,55698.25,4770,990,1423080,2520450
683,Ok,28-04-2025 13:45:00,1745828100,55724.00,55760.00,55724.00,55730.00,55741.85,6720,-630,1418310,2519460
684,Ok,28-04-2025 13:40:00,1745827800,55702.20,55724.80,55698.00,55720.00,55709.41,2430,900,1411590,2520090
685,Ok,28-04-2025 13:35:00,1745827500,55737.00,55759.00,55681.80,55699.00,55725.56,5460,-60,1409160,2519190
686,Ok,28-04-2025 13:30:00,1745827200,55700.00,55745.80,55682.00,55719.80,55711.43,4860,570,1403700,2519250
687,Ok,28-04-2025 13:25:00,1745826900,55713.00,55744.60,55686.20,55708.80,55711.05,4110,-5640,1398840,2518680
